UserID,MovieID,Real Rating,Predicting
1,1371,2.5,2.7
1,1953,4.0,0.0
2,253,4.0,3.0
2,319,1.0,0.0
2,356,3.0,4.0
2,454,4.0,4.0
2,497,3.0,0.0
2,587,3.0,1.7
3,247,3.5,3.7
3,1884,4.0,0.0
3,2513,3.0,2.0
3,2702,3.5,0.0
3,2858,4.0,2.0
3,3243,3.0,0.0
3,3510,4.0,0.0
3,44191,3.5,0.0
4,10,4.0,3.7
4,112,5.0,2.3
4,153,4.0,0.0
4,1073,5.0,3.7
4,1240,5.0,4.7
4,1258,5.0,1.0
4,1376,3.0,2.0
4,1396,5.0,0.0
4,1663,4.0,1.7
4,2000,5.0,0.0
4,2080,5.0,1.3
4,2109,5.0,0.0
4,2143,4.0,0.0
4,2716,5.0,0.0
4,2918,5.0,1.3
4,3039,4.0,0.0
5,104,4.0,3.7
5,150,4.0,2.7
5,367,4.0,2.0
5,588,3.5,2.5
5,1035,5.0,0.8
5,1721,4.0,1.2
5,2294,4.0,0.0
5,2683,4.0,0.7
5,2762,3.5,0.0
5,4025,4.5,0.0
5,4306,3.5,0.0
5,6373,4.0,0.0
5,30749,4.5,0.0
7,21,3.0,2.3
7,110,5.0,2.0
7,356,3.0,2.7
7,377,3.0,2.3
7,534,4.0,0.0
7,588,4.0,2.7
7,590,4.0,2.3
7,671,4.0,1.7
7,724,2.0,0.0
7,1036,3.0,0.0
7,1097,3.0,1.3
7,1129,3.0,0.0
7,1231,4.0,0.0
7,1275,4.0,0.0
7,1307,3.0,0.0
7,1372,3.0,0.0
7,1394,3.0,0.0
8,47,5.0,4.7
8,50,5.0,1.3
8,296,4.0,3.2
8,589,4.0,1.3
8,1302,3.5,0.0
8,1625,5.0,0.0
8,1754,3.0,0.0
8,2302,4.5,0.0
8,2804,3.5,0.0
8,2918,5.0,0.0
8,4011,4.5,1.2
8,4896,3.5,0.0
8,5064,5.0,0.0
9,1584,4.0,4.0
9,1704,4.0,3.0
9,1721,3.0,2.0
10,1358,5.0,4.7
10,2539,4.0,1.3
11,106487,5.0,3.3
12,1028,1.0,3.7
12,3179,2.0,0.0
12,3794,3.0,0.0
13,47,2.5,3.7
13,919,3.5,0.0
13,2355,4.0,0.0
13,2571,3.0,1.0
13,2572,3.5,0.0
13,3396,3.5,0.0
13,4878,4.5,0.0
13,4993,4.5,0.0
13,6377,4.5,0.0
13,7502,4.5,0.0
13,88125,4.5,0.0
14,3175,5.0,3.3
14,3354,3.0,2.2
14,3988,4.0,0.0
15,10,3.0,2.3
15,50,5.0,3.5
15,149,5.0,0.0
15,157,2.0,0.0
15,232,4.0,0.0
15,307,4.0,0.0
15,349,3.0,0.7
15,357,3.5,0.7
15,367,2.0,1.8
15,431,4.0,1.3
15,435,1.0,0.0
15,543,3.0,2.2
15,590,3.0,1.3
15,674,3.0,0.0
15,724,2.0,0.7
15,748,2.5,0.0
15,899,5.0,1.2
15,903,5.0,1.3
15,1047,2.5,1.0
15,1059,1.5,0.8
15,1089,4.0,2.8
15,1120,1.0,2.5
15,1186,4.5,0.8
15,1199,1.0,1.2
15,1215,1.5,1.5
15,1235,3.5,0.0
15,1244,5.0,1.3
15,1258,4.0,2.8
15,1264,3.0,0.0
15,1284,3.0,1.0
15,1302,3.0,0.0
15,1307,5.0,1.7
15,1380,2.5,1.5
15,1394,4.0,1.0
15,1449,4.0,0.0
15,1484,3.0,0.0
15,1502,1.5,0.0
15,1503,1.0,0.0
15,1529,3.0,0.0
15,1584,4.0,0.7
15,1610,3.0,1.5
15,1635,4.0,0.0
15,1645,3.0,1.5
15,1732,3.5,2.2
15,1805,3.0,1.5
15,1834,3.5,0.0
15,1954,3.0,1.2
15,2058,2.5,0.0
15,2124,2.0,1.3
15,2126,1.0,0.0
15,2194,4.0,2.0
15,2273,2.5,1.5
15,2278,2.5,1.0
15,2313,3.5,0.0
15,2340,2.0,0.0
15,2378,3.0,0.8
15,2405,3.0,0.7
15,2502,5.0,2.7
15,2528,2.0,0.0
15,2568,0.5,0.0
15,2581,1.0,0.7
15,2678,1.0,0.0
15,2707,3.0,0.0
15,2717,3.5,0.8
15,2762,1.0,2.5
15,2763,1.0,0.0
15,2918,4.0,2.8
15,3114,1.0,1.7
15,3147,1.0,1.2
15,3152,3.0,0.0
15,3185,2.0,0.0
15,3253,3.0,2.5
15,3476,4.5,1.0
15,3751,1.0,1.3
15,3763,2.0,0.0
15,3794,4.0,0.0
15,3801,3.0,0.0
15,3823,2.0,0.0
15,3826,1.0,0.0
15,3882,4.0,0.0
15,3979,1.0,0.8
15,3983,5.0,0.0
15,4019,2.0,0.5
15,4021,3.0,0.0
15,4023,2.0,0.0
15,4158,2.0,0.0
15,4271,4.0,0.0
15,4370,1.0,0.7
15,4450,2.0,1.3
15,4823,2.5,0.0
15,5060,1.5,1.8
15,5120,3.0,0.0
15,5225,1.5,1.2
15,5459,1.0,0.0
15,5502,1.0,1.0
15,5504,2.0,0.0
15,5524,1.0,0.0
15,5650,3.0,0.0
15,5893,5.0,0.0
15,6380,3.0,0.0
15,6440,3.5,1.2
15,6754,0.5,0.0
15,6874,1.0,3.7
15,6934,1.5,0.7
15,6975,4.0,1.0
15,6979,3.0,1.2
15,7028,3.5,0.0
15,7153,1.5,3.5
15,7346,3.0,0.0
15,7444,1.0,0.0
15,8528,1.0,1.8
15,8641,3.0,2.3
15,8930,2.5,0.0
15,8957,3.0,0.8
15,27846,4.0,0.0
15,30825,1.5,0.8
15,31685,0.5,0.7
15,35957,2.5,0.0
15,42718,4.5,0.0
15,46972,3.5,0.5
15,48516,3.0,2.5
15,48774,4.0,1.5
15,53894,2.5,0.7
15,54001,2.0,0.0
15,54272,1.0,1.8
15,54881,4.5,0.0
15,55247,1.0,0.5
15,55830,2.5,0.0
15,57368,1.5,0.0
15,59615,1.0,0.0
15,59900,1.5,0.5
15,61132,2.0,0.5
15,63859,3.0,0.0
15,67193,1.5,0.0
15,67665,3.5,0.0
15,68954,2.0,1.0
15,71211,3.5,0.0
15,74795,1.5,0.0
15,76251,3.0,1.7
15,77364,2.5,0.0
15,78209,3.0,0.8
15,81158,3.0,0.0
15,81591,1.0,3.2
15,81845,3.0,1.2
15,83349,1.0,0.0
15,84152,3.0,0.0
15,88163,3.5,0.0
15,91500,0.5,0.0
15,93840,3.5,0.0
15,94959,1.0,0.0
15,96488,3.5,1.0
15,100383,1.0,0.0
15,101112,0.5,0.2
15,102903,1.0,0.0
15,103372,1.0,0.0
15,108188,2.0,0.0
15,110771,2.0,0.0
15,116897,4.5,0.0
15,118696,1.5,0.0
15,122890,3.0,0.0
15,132046,0.5,0.0
15,134368,4.5,0.0
15,149406,4.0,0.0
15,152081,3.0,0.5
15,158238,3.5,0.0
16,527,4.0,5.0
16,2706,5.0,0.0
16,2797,3.0,1.0
16,3623,4.0,1.0
16,6711,4.5,0.0
17,111,5.0,3.3
17,172,3.5,0.0
17,356,2.5,1.5
17,866,4.5,0.0
17,913,5.0,0.0
17,924,4.5,0.0
17,1104,3.5,0.0
17,1175,4.5,0.0
17,1212,5.0,0.0
17,1220,4.0,0.0
17,1645,3.5,0.0
17,2028,3.5,1.5
17,2066,5.0,0.0
17,2232,4.5,0.0
17,2551,5.0,0.0
17,2594,5.0,0.0
17,2600,5.0,0.0
17,3018,4.0,0.0
17,3262,4.5,0.0
17,3267,4.0,0.0
17,3435,5.0,0.0
17,3949,4.0,1.5
17,4973,4.5,1.2
17,5054,4.0,0.0
17,5464,4.0,0.0
17,5502,0.5,0.0
17,5574,2.0,0.0
17,5669,4.5,0.0
17,5686,2.5,0.0
17,6242,4.0,0.0
17,6287,1.0,0.0
17,7068,4.5,0.0
17,7991,0.5,0.0
17,8865,0.5,0.0
18,14,2.0,3.3
18,25,5.0,3.7
18,62,4.0,4.7
18,76,3.0,0.0
18,79,2.0,1.0
18,86,4.0,0.0
18,140,3.0,2.3
18,640,3.0,0.0
18,733,4.0,1.3
18,780,3.0,2.7
18,802,4.0,1.0
19,2,3.0,2.3
19,16,5.0,1.7
19,21,3.0,3.0
19,39,3.0,2.0
19,64,2.0,0.0
19,122,3.0,1.0
19,153,3.0,1.3
19,246,4.0,0.0
19,288,5.0,3.7
19,340,3.0,0.0
19,353,3.0,2.3
19,376,3.0,0.0
19,383,3.0,0.0
19,428,3.0,0.0
19,457,4.0,3.7
19,475,3.0,0.0
19,485,1.0,1.7
19,501,5.0,0.0
19,535,4.0,1.3
19,551,4.0,2.0
19,597,3.0,2.7
19,800,3.0,1.7
19,805,3.0,1.0
19,902,3.0,1.3
19,965,4.0,1.3
19,968,5.0,0.0
19,1198,4.0,5.0
19,1201,4.0,3.3
19,1217,5.0,1.7
19,1220,5.0,2.7
19,1240,4.0,4.3
19,1262,4.0,0.0
19,1284,4.0,0.0
19,1285,3.0,1.3
19,1299,4.0,0.0
19,1304,3.0,1.3
19,1321,3.0,2.7
19,1370,4.0,3.0
19,1385,3.0,1.3
20,110,2.0,4.3
20,231,1.0,2.7
20,316,3.5,2.7
20,367,1.0,0.0
20,736,3.5,1.0
20,750,4.0,0.0
20,1247,1.0,0.0
20,1378,3.0,0.0
20,3196,0.5,0.0
21,260,3.0,4.7
21,527,5.0,1.7
21,590,4.0,1.3
21,648,3.0,0.0
21,908,3.0,1.3
21,1031,3.0,0.0
21,1148,5.0,3.3
21,1173,5.0,0.0
21,1246,4.0,0.0
21,1266,3.0,0.0
21,1291,4.0,1.0
21,1388,3.0,0.0
22,267,2.0,0.7
22,593,4.5,4.3
22,1148,2.0,0.0
22,1387,4.0,0.0
22,1391,3.5,0.0
22,2174,4.0,1.3
22,2762,4.0,3.2
22,2881,2.0,0.0
22,3033,4.0,0.0
22,3147,2.5,0.0
22,3253,1.5,0.0
22,3354,2.5,0.0
22,3623,2.5,1.0
22,3697,2.5,0.7
22,4370,3.5,0.0
22,4896,3.5,0.0
22,8368,3.5,0.0
22,33493,2.5,0.0
23,58,3.5,2.7
23,110,3.5,3.8
23,252,4.0,0.0
23,318,5.0,4.5
23,356,4.5,2.8
23,508,4.5,0.0
23,595,4.5,1.5
23,597,3.0,1.2
23,668,4.5,0.0
23,778,4.5,0.0
23,911,4.0,2.7
23,1080,4.0,0.0
23,1090,4.0,4.3
23,1197,5.0,1.7
23,1204,5.0,2.8
23,1208,5.0,2.5
23,1212,3.5,0.8
23,1219,5.0,1.7
23,1225,4.5,2.8
23,1231,4.0,0.0
23,1232,4.0,0.0
23,1262,4.0,1.2
23,1293,5.0,1.2
23,1307,4.0,2.3
23,1348,2.5,0.0
23,1354,4.5,0.0
23,1380,2.5,1.2
23,1408,3.5,0.0
23,1673,4.0,0.0
23,1835,3.5,0.0
23,1876,3.0,0.0
23,1957,3.5,0.0
23,1962,3.5,0.0
23,2022,4.0,0.0
23,2115,4.0,2.0
23,2176,5.0,0.0
23,2313,3.5,0.0
23,2321,5.0,1.0
23,2336,3.0,1.3
23,2571,4.0,4.2
23,2726,4.5,0.0
23,2728,4.0,1.5
23,2905,4.0,0.0
23,2976,4.5,0.0
23,3006,4.5,0.0
23,3100,3.5,1.0
23,3365,2.5,0.0
23,3475,3.5,1.2
23,3736,4.0,0.0
23,3753,2.0,1.0
23,4223,2.0,1.5
23,4267,4.0,0.0
23,4282,2.0,0.0
23,4310,1.5,1.3
23,4865,3.5,0.0
23,4878,3.5,1.0
23,4975,2.0,0.0
23,5014,1.0,0.0
23,5367,4.0,0.0
23,5489,3.0,0.0
23,5810,4.0,0.0
23,5878,4.0,0.0
23,5902,5.0,0.0
23,5949,4.0,0.0
23,6954,3.0,0.0
23,6982,2.0,0.0
23,7038,4.0,0.0
23,7042,2.5,0.0
23,7161,2.0,0.0
23,7361,4.5,2.3
23,7458,2.0,0.0
23,8529,2.0,0.0
23,8910,4.0,1.0
23,8958,4.5,2.5
23,8973,4.0,0.0
23,34326,4.0,0.0
23,40629,4.0,0.0
23,40815,3.0,1.3
23,41569,2.0,0.0
24,95,3.0,3.3
25,608,3.0,4.3
25,842,2.0,0.0
25,1405,3.0,1.0
25,1409,2.0,0.0
26,480,2.5,4.7
26,1089,3.5,1.7
26,1753,3.0,0.0
26,2028,3.0,1.0
26,2542,5.0,1.7
26,3578,2.5,0.0
26,5110,4.0,0.0
26,5952,4.0,3.0
26,6870,3.0,0.0
26,8368,3.0,0.0
26,8961,4.0,1.5
26,49278,3.0,0.0
26,49530,4.0,0.0
26,50872,5.0,0.0
26,55820,3.0,0.0
26,56782,3.5,0.0
26,59784,5.0,0.0
26,65514,5.0,0.0
26,68157,3.5,0.0
27,1584,4.0,3.0
27,2396,2.0,2.0
28,110,4.0,3.3
28,345,5.0,0.0
28,902,5.0,1.3
28,924,4.0,0.2
28,1250,5.0,0.0
28,1956,4.0,0.0
28,2470,4.0,0.0
29,2513,3.0,3.2
29,2571,5.0,3.3
29,2942,0.5,0.0
29,3720,4.0,0.0
30,52,5.0,4.0
30,165,4.0,1.7
30,224,4.0,1.3
30,254,3.0,0.0
30,348,5.0,0.0
30,368,4.0,1.0
30,419,2.0,0.0
30,541,4.0,3.0
30,556,4.0,0.0
30,581,3.0,0.0
30,750,3.0,1.7
30,914,4.0,2.7
30,950,4.0,0.0
30,996,3.0,0.0
30,1093,1.0,0.0
30,1097,4.0,4.3
30,1114,3.0,0.0
30,1193,4.0,3.0
30,1240,4.0,4.7
30,1245,4.0,0.0
30,1247,4.0,1.3
30,1278,3.0,1.3
30,1343,5.0,4.3
30,1346,4.0,0.7
30,1352,4.0,0.0
30,1396,4.0,2.3
30,1459,4.0,0.0
30,1508,4.0,0.0
30,1589,3.0,0.0
30,1645,5.0,0.0
30,1704,5.0,3.0
30,1968,4.0,2.7
30,1982,3.0,2.7
30,1997,5.0,4.0
30,2000,4.0,2.3
30,2054,1.0,1.7
30,2064,4.0,1.3
30,2124,4.0,1.3
30,2160,5.0,0.0
30,2300,5.0,1.7
30,2398,4.0,0.0
30,2463,4.0,1.0
30,2468,2.0,0.0
30,2598,4.0,0.3
30,2616,3.0,0.7
30,2671,4.0,1.0
30,2688,4.0,0.0
30,2741,4.0,0.0
30,2746,4.0,1.0
30,2790,3.0,0.0
30,2793,3.0,0.0
30,2851,2.0,0.0
30,2917,5.0,1.3
30,2947,4.0,0.0
30,2959,4.0,0.0
30,2985,4.0,4.0
30,3020,4.0,0.0
30,3144,3.0,0.0
30,3174,4.0,1.0
30,3244,4.0,1.3
30,3361,4.0,4.0
30,3391,3.0,0.0
30,3418,4.0,3.0
30,3507,4.0,0.0
30,3513,5.0,0.0
30,3551,4.0,1.3
30,3556,4.0,0.7
30,3613,4.0,0.0
30,3685,4.0,1.0
30,3724,4.0,0.0
30,3783,4.0,0.0
30,3844,4.0,2.7
30,3957,2.0,0.0
30,4102,4.0,0.0
30,4308,5.0,1.7
30,4316,3.0,0.0
30,4333,3.0,0.0
30,4447,4.0,1.0
30,4474,3.0,0.0
30,4496,4.0,0.0
30,4621,3.0,0.0
30,4815,4.0,0.0
30,4932,4.0,0.7
30,5027,3.0,0.0
30,5049,4.0,0.0
30,5237,4.0,1.3
30,5309,3.0,0.0
30,5445,4.0,0.7
30,5694,2.0,1.0
30,5705,4.0,0.0
30,5968,4.0,0.0
30,6001,5.0,0.0
30,6318,3.0,0.0
31,31,4.0,2.3
31,527,5.0,2.2
31,1234,4.5,0.0
31,2329,4.5,2.7
31,2997,4.5,0.0
31,50872,4.5,0.0
31,54503,4.0,1.0
32,296,2.0,2.3
32,300,3.0,1.0
32,344,4.0,2.0
32,434,3.0,2.0
32,592,4.0,2.3
33,532,4.0,0.0
33,562,4.0,1.3
33,2145,4.0,3.3
33,2541,4.0,1.0
33,2617,2.0,0.0
33,3317,2.0,0.0
33,3911,5.0,0.7
33,4214,4.0,0.0
33,4340,4.0,0.0
33,4447,2.0,0.0
33,4558,3.0,0.0
33,4679,5.0,0.0
33,4929,4.0,0.0
33,4975,4.0,0.0
34,377,3.0,3.3
34,913,5.0,0.0
34,1178,5.0,0.0
34,1207,5.0,1.5
34,1252,4.0,2.5
34,1258,4.0,0.0
34,1262,4.0,0.0
34,1298,3.0,0.0
34,1396,4.0,2.7
34,2028,4.0,2.7
34,2076,5.0,0.0
34,2528,3.0,1.0
34,3386,4.0,0.0
34,3551,4.0,0.0
34,3634,5.0,0.0
34,3811,5.0,0.0
34,3927,4.0,0.0
35,24,2.5,2.8
35,468,4.0,1.0
35,1047,1.5,0.0
35,2105,3.5,1.3
36,6,3.0,4.0
36,21,3.0,2.7
36,50,4.0,1.3
36,260,5.0,0.0
36,345,4.0,1.7
36,362,4.0,0.0
36,412,5.0,0.0
36,454,3.0,2.0
36,491,3.0,0.0
36,524,3.0,0.0
36,788,2.0,0.0
36,838,4.0,0.0
37,1307,5.0,3.2
37,4034,5.0,2.3
38,318,4.5,4.8
38,364,4.0,0.0
38,1172,4.5,0.0
38,2571,4.0,2.2
38,55118,4.5,0.0
38,55247,3.5,0.0
39,145,3.0,2.0
39,162,5.0,1.7
39,198,5.0,1.3
39,426,3.0,0.0
39,648,4.0,2.3
40,51255,5.0,1.2
40,106920,5.0,1.3
40,122904,4.5,1.2
41,327,4.0,0.0
41,380,4.0,3.7
41,674,4.0,1.0
41,1552,3.5,0.0
41,1747,3.0,0.0
41,1772,4.0,0.0
41,2105,5.0,1.7
41,2520,3.0,0.0
41,3937,3.0,0.0
41,4039,4.0,0.0
41,4678,4.0,0.0
41,6502,3.5,0.0
41,6645,4.0,0.0
41,7001,4.0,0.0
41,7373,4.0,0.0
41,8499,4.0,0.0
41,8633,4.0,0.0
42,356,4.5,4.0
42,1196,5.0,4.2
42,1527,4.0,0.0
42,5349,4.0,1.0
42,87232,4.0,0.0
42,91529,3.5,0.0
43,1,4.0,3.7
43,223,3.0,1.0
43,527,5.0,3.3
43,608,5.0,2.2
43,1673,3.0,0.0
43,1883,3.0,0.0
43,2082,2.0,0.2
